data,exam_period,screen_time
2021-12-20,True,104.0
2021-12-21,True,106.0
2021-12-22,True,114.0
2021-12-23,True,112.0
2021-12-24,True,108.0
2021-12-25,True,104.0
2021-12-26,True,102.0
2021-12-27,True,104.0
2021-12-28,True,107.0
2021-12-29,True,108.0
2021-12-30,True,108.0
2021-12-31,True,110.0
2022-01-01,True,100.0
2022-01-02,True,87.0
2022-01-03,True,148.0
2022-01-04,True,108.0
2022-01-05,True,103.0
2022-01-06,True,112.0
2022-01-07,True,59.0
2022-01-08,True,114.0
2022-01-09,True,112.0
2022-01-10,True,111.0
2022-01-11,True,112.0
2022-01-12,True,106.0
2022-01-13,True,109.0
2022-01-14,True,87.0
2022-01-15,True,105.0
2022-01-16,True,131.0
2022-01-17,True,109.0
2022-01-18,True,110.0
2022-01-19,True,109.0
2022-01-20,True,114.0
2022-01-21,True,90.0
2022-01-22,True,104.0
2022-01-23,True,
2022-01-24,True,
2022-01-25,True,
2022-01-26,True,
2022-01-27,True,
2022-01-28,True,
2022-01-29,True,101.0
2022-01-30,True,111.0
2022-01-31,True,111.0
2022-02-01,True,97.0
2022-02-02,True,124.0
2022-02-03,True,115.0
2022-02-04,True,123.0
2022-02-05,True,146.0
2022-02-06,True,108.0
2022-02-07,True,105.0
2022-02-08,True,106.0
2022-02-09,True,111.0
2022-02-10,True,114.0
2022-02-11,True,114.0
2022-02-12,True,112.0
2022-02-13,True,109.0
2022-02-14,True,102.0
2022-02-15,True,106.0
2022-02-16,True,105.0
2022-02-17,True,104.0
2022-02-18,True,112.0
2022-02-19,True,64.0
2022-02-20,True,97.0
2022-02-21,True,106.0
2022-02-22,True,115.0
2022-02-23,True,103.0
2022-02-24,True,113.0
2022-02-25,True,107.0
2022-02-26,True,112.0
2022-02-27,True,100.0
2022-02-28,True,113.0
2022-03-01,True,72.0
2022-03-02,True,108.0
2022-03-03,True,111.0
2022-03-04,True,114.0
2022-03-05,True,111.0
2022-03-06,True,128.0
2022-03-07,True,74.0
2022-03-08,True,140.0
2022-03-09,True,102.0
2022-03-10,True,116.0
2022-03-11,True,108.0
2022-03-12,True,108.0
2022-03-13,True,111.0
2022-03-14,True,100.0
2022-03-15,True,100.0
2022-03-16,False,194.0
2022-03-17,False,195.0
2022-03-18,False,143.0
2022-03-19,False,183.0
2022-03-20,False,156.0
2022-03-21,False,167.0
2022-03-22,False,191.0
2022-03-23,False,165.0
2022-03-24,False,186.0
2022-03-25,False,193.0
2022-03-26,False,169.0
2022-03-27,False,211.0
2022-03-28,False,197.0
2022-03-29,False,183.0
2022-03-30,False,193.0
2022-03-31,False,176.0
2022-04-01,False,178.0
2022-04-02,False,171.0
2022-04-03,False,147.0
2022-04-04,False,201.0
2022-04-05,False,187.0
2022-04-06,False,170.0
2022-04-07,False,167.0
2022-04-08,False,167.0
2022-04-09,False,187.0
2022-04-10,False,184.0
2022-04-11,False,166.0
2022-04-12,False,185.0
2022-04-13,False,184.0
2022-04-14,False,142.0
2022-04-15,False,187.0
2022-04-16,False,176.0
2022-04-17,False,192.0
2022-04-18,False,185.0
2022-04-19,False,171.0
2022-04-20,False,191.0
2022-04-21,False,174.0
2022-04-22,False,183.0
2022-04-23,False,170.0
2022-04-24,False,153.0
2022-04-25,False,178.0
2022-04-26,False,184.0
2022-04-27,False,178.0
2022-04-28,False,191.0
2022-04-29,False,184.0
2022-04-30,False,188.0
2022-05-01,False,109.0
2022-05-02,False,178.0
2022-05-03,False,173.0
2022-05-04,False,195.0
2022-05-05,False,191.0
2022-05-06,False,
2022-05-07,False,
2022-05-08,False,
2022-05-09,False,
2022-05-10,False,198.0
2022-05-11,False,178.0
2022-05-12,False,128.0
2022-05-13,False,167.0
2022-05-14,False,150.0
2022-05-15,False,171.0
2022-05-16,False,167.0
2022-05-17,False,184.0
2022-05-18,False,165.0
2022-05-19,False,138.0
2022-05-20,False,188.0
2022-05-21,False,183.0
2022-05-22,False,170.0
2022-05-23,False,167.0
2022-05-24,False,167.0
2022-05-25,False,142.0
2022-05-26,False,176.0
2022-05-27,False,178.0
2022-05-28,False,179.0
2022-05-29,False,170.0
2022-05-30,False,187.0
2022-05-31,False,174.0
2022-06-01,False,193.0
2022-06-02,False,172.0
2022-06-03,False,181.0
2022-06-04,False,181.0
2022-06-05,False,173.0
2022-06-06,False,158.0
2022-06-07,False,175.0
2022-06-08,False,174.0
2022-06-09,False,185.0
2022-06-10,False,170.0
2022-06-11,False,161.0
2022-06-12,False,181.0
2022-06-13,False,178.0
2022-06-14,False,171.0
2022-06-15,True,109.0
2022-06-16,True,64.0
2022-06-17,True,66.0
2022-06-18,True,113.0
2022-06-19,True,111.0
2022-06-20,True,85.0
2022-06-21,True,112.0
2022-06-22,True,109.0
2022-06-23,True,
2022-06-24,True,
2022-06-25,True,
2022-06-26,True,101.0
2022-06-27,True,106.0
2022-06-28,True,112.0
2022-06-29,True,104.0
2022-06-30,True,107.0
2022-07-01,True,113.0
2022-07-02,True,111.0
2022-07-03,True,108.0
2022-07-04,True,100.0
2022-07-05,True,101.0
2022-07-06,True,148.0
2022-07-07,True,101.0
2022-07-08,True,110.0
2022-07-09,True,112.0
2022-07-10,True,115.0
2022-07-11,True,110.0
2022-07-12,True,123.0
2022-07-13,True,102.0
2022-07-14,True,112.0
2022-07-15,True,103.0
2022-07-16,True,120.0
2022-07-17,True,112.0
2022-07-18,True,112.0
2022-07-19,True,113.0
2022-07-20,True,102.0
2022-07-21,True,115.0
2022-07-22,True,104.0
2022-07-23,True,111.0
2022-07-24,True,106.0
2022-07-25,True,111.0
2022-07-26,True,107.0
2022-07-27,True,104.0
2022-07-28,True,118.0
2022-07-29,True,114.0
2022-07-30,True,100.0
2022-07-31,True,107.0
2022-08-01,True,87.0
2022-08-02,True,105.0
2022-08-03,True,115.0
2022-08-04,True,107.0
2022-08-05,True,81.0
2022-08-06,True,115.0
2022-08-07,True,104.0
2022-08-08,True,152.0
2022-08-09,True,112.0
2022-08-10,True,104.0
2022-08-11,True,110.0
2022-08-12,True,103.0
2022-08-13,True,107.0
2022-08-14,True,103.0
2022-08-15,True,103.0
2022-08-16,True,101.0
2022-08-17,True,100.0
2022-08-18,True,112.0
2022-08-19,True,113.0
2022-08-20,True,102.0
2022-08-21,True,112.0
2022-08-22,True,144.0
2022-08-23,True,113.0
2022-08-24,True,112.0
2022-08-25,True,111.0
2022-08-26,True,113.0
2022-08-27,True,103.0
2022-08-28,True,100.0
2022-08-29,True,110.0
2022-08-30,True,103.0
2022-08-31,True,111.0
2022-09-01,True,107.0
2022-09-02,True,107.0
2022-09-03,True,101.0
2022-09-04,True,102.0
2022-09-05,True,112.0
2022-09-06,True,105.0
2022-09-07,True,133.0
2022-09-08,True,107.0
2022-09-09,True,103.0
2022-09-10,True,138.0
2022-09-11,True,110.0
2022-09-12,True,116.0
2022-09-13,True,102.0
2022-09-14,True,111.0
2022-09-15,True,107.0
2022-09-16,False,189.0
2022-09-17,False,170.0
2022-09-18,False,193.0
2022-09-19,False,165.0
2022-09-20,False,194.0
2022-09-21,False,171.0
2022-09-22,False,208.0
2022-09-23,False,174.0
2022-09-24,False,169.0
2022-09-25,False,181.0
2022-09-26,False,186.0
2022-09-27,False,195.0
2022-09-28,False,169.0
2022-09-29,False,195.0
2022-09-30,False,160.0
2022-10-01,False,141.0
2022-10-02,False,180.0
2022-10-03,False,147.0
2022-10-04,False,177.0
2022-10-05,False,165.0
2022-10-06,False,177.0
2022-10-07,False,191.0
2022-10-08,False,174.0
2022-10-09,False,154.0
2022-10-10,False,170.0
2022-10-11,False,172.0
2022-10-12,False,213.0
2022-10-13,False,156.0
2022-10-14,False,126.0
2022-10-15,False,173.0
2022-10-16,False,195.0
2022-10-17,False,168.0
2022-10-18,False,177.0
2022-10-19,False,174.0
2022-10-20,False,194.0
2022-10-21,False,222.0
2022-10-22,False,188.0
2022-10-23,False,181.0
2022-10-24,False,184.0
2022-10-25,False,178.0
2022-10-26,False,170.0
2022-10-27,False,189.0
2022-10-28,False,190.0
2022-10-29,False,190.0
2022-10-30,False,200.0
2022-10-31,False,137.0
2022-11-01,False,195.0
2022-11-02,False,167.0
2022-11-03,False,190.0
2022-11-04,False,172.0
2022-11-05,False,190.0
2022-11-06,False,171.0
2022-11-07,False,182.0
2022-11-08,False,195.0
2022-11-09,False,193.0
2022-11-10,False,179.0
2022-11-11,False,174.0
2022-11-12,False,176.0
2022-11-13,False,96.0
2022-11-14,False,148.0
2022-11-15,False,173.0
2022-11-16,False,180.0
2022-11-17,False,185.0
2022-11-18,False,167.0
2022-11-19,False,191.0
2022-11-20,False,165.0
2022-11-21,False,160.0
2022-11-22,False,167.0
2022-11-23,False,175.0
2022-11-24,False,188.0
2022-11-25,False,170.0
2022-11-26,False,217.0
2022-11-27,False,181.0
2022-11-28,False,166.0
2022-11-29,False,194.0
2022-11-30,False,177.0
2022-12-01,False,202.0
2022-12-02,False,195.0
2022-12-03,False,168.0
2022-12-04,False,175.0
2022-12-05,False,176.0
2022-12-06,False,193.0
2022-12-07,False,135.0
2022-12-08,False,
2022-12-09,False,
2022-12-10,False,
2022-12-11,False,177.0
2022-12-12,False,193.0
2022-12-13,False,165.0
2022-12-14,False,229.0
2022-12-15,True,112.0
2022-12-16,True,103.0
2022-12-17,True,103.0
2022-12-18,True,113.0
2022-12-19,True,98.0
2022-12-20,True,75.0
2022-12-21,True,109.0
2022-12-22,True,104.0
2022-12-23,True,109.0
2022-12-24,True,150.0
2022-12-25,True,100.0
2022-12-26,True,115.0
2022-12-27,True,109.0
2022-12-28,True,102.0
2022-12-29,True,105.0
2022-12-30,True,112.0
2022-12-31,True,77.0
2023-01-01,True,103.0
2023-01-02,True,128.0
2023-01-03,True,101.0
2023-01-04,True,149.0
2023-01-05,True,137.0
2023-01-06,True,106.0
2023-01-07,True,
2023-01-08,True,
2023-01-09,True,
2023-01-10,True,
2023-01-11,True,101.0
2023-01-12,True,110.0
2023-01-13,True,88.0
2023-01-14,True,107.0
2023-01-15,True,106.0
2023-01-16,True,108.0
2023-01-17,True,111.0
2023-01-18,True,107.0
2023-01-19,True,113.0
2023-01-20,True,131.0
2023-01-21,True,112.0
2023-01-22,True,119.0
2023-01-23,True,161.0
2023-01-24,True,48.0
2023-01-25,True,106.0
2023-01-26,True,88.0
2023-01-27,True,107.0
2023-01-28,True,52.0
2023-01-29,True,126.0
2023-01-30,True,57.0
2023-01-31,True,67.0
2023-02-01,True,83.0
2023-02-02,True,105.0
2023-02-03,True,112.0
2023-02-04,True,113.0
2023-02-05,True,114.0
2023-02-06,True,118.0
2023-02-07,True,100.0
2023-02-08,True,108.0
2023-02-09,True,101.0
2023-02-10,True,67.0
2023-02-11,True,100.0
2023-02-12,True,78.0
2023-02-13,True,105.0
2023-02-14,True,100.0
2023-02-15,True,116.0
2023-02-16,True,62.0
2023-02-17,True,105.0
2023-02-18,True,72.0
2023-02-19,True,113.0
2023-02-20,True,126.0
2023-02-21,True,100.0
2023-02-22,True,117.0
2023-02-23,True,105.0
2023-02-24,True,101.0
2023-02-25,True,108.0
2023-02-26,True,102.0
2023-02-27,True,108.0
2023-02-28,True,111.0
2023-03-01,True,108.0
2023-03-02,True,103.0
2023-03-03,True,117.0
2023-03-04,True,110.0
2023-03-05,True,85.0
2023-03-06,True,103.0
2023-03-07,True,101.0
2023-03-08,True,101.0
2023-03-09,True,131.0
2023-03-10,True,108.0
2023-03-11,True,104.0
2023-03-12,True,105.0
2023-03-13,True,114.0
2023-03-14,True,114.0
2023-03-15,True,101.0
2023-03-16,False,214.0
2023-03-17,False,211.0
2023-03-18,False,218.0
2023-03-19,False,211.0
2023-03-20,False,187.0
2023-03-21,False,198.0
2023-03-22,False,236.0
2023-03-23,False,180.0
2023-03-24,False,197.0
2023-03-25,False,203.0
2023-03-26,False,201.0
2023-03-27,False,221.0
2023-03-28,False,221.0
2023-03-29,False,206.0
2023-03-30,False,236.0
2023-03-31,False,218.0
2023-04-01,False,212.0
2023-04-02,False,
2023-04-03,False,
2023-04-04,False,
2023-04-05,False,
2023-04-06,False,254.0
2023-04-07,False,197.0
2023-04-08,False,206.0
2023-04-09,False,240.0
2023-04-10,False,222.0
2023-04-11,False,228.0
2023-04-12,False,217.0
2023-04-13,False,186.0
2023-04-14,False,177.0
2023-04-15,False,169.0
2023-04-16,False,198.0
2023-04-17,False,198.0
2023-04-18,False,204.0
2023-04-19,False,217.0
2023-04-20,False,211.0
2023-04-21,False,214.0
2023-04-22,False,209.0
2023-04-23,False,223.0
2023-04-24,False,202.0
2023-04-25,False,212.0
2023-04-26,False,208.0
2023-04-27,False,210.0
2023-04-28,False,197.0
2023-04-29,False,205.0
2023-04-30,False,212.0
2023-05-01,False,196.0
2023-05-02,False,200.0
2023-05-03,False,199.0
2023-05-04,False,204.0
2023-05-05,False,222.0
2023-05-06,False,223.0
2023-05-07,False,223.0
2023-05-08,False,175.0
2023-05-09,False,208.0
2023-05-10,False,225.0
2023-05-11,False,221.0
2023-05-12,False,221.0
2023-05-13,False,187.0
2023-05-14,False,204.0
2023-05-15,False,207.0
2023-05-16,False,206.0
2023-05-17,False,196.0
2023-05-18,False,230.0
2023-05-19,False,220.0
2023-05-20,False,198.0
2023-05-21,False,206.0
2023-05-22,False,224.0
2023-05-23,False,224.0
2023-05-24,False,257.0
2023-05-25,False,205.0
2023-05-26,False,209.0
2023-05-27,False,249.0
2023-05-28,False,198.0
2023-05-29,False,203.0
2023-05-30,False,201.0
2023-05-31,False,221.0
2023-06-01,False,204.0
2023-06-02,False,198.0
2023-06-03,False,163.0
2023-06-04,False,216.0
2023-06-05,False,204.0
2023-06-06,False,213.0
2023-06-07,False,200.0
2023-06-08,False,220.0
2023-06-09,False,205.0
2023-06-10,False,222.0
2023-06-11,False,214.0
2023-06-12,False,215.0
2023-06-13,False,206.0
2023-06-14,False,221.0
2023-06-15,True,108.0
2023-06-16,True,114.0
2023-06-17,True,108.0
2023-06-18,True,102.0
2023-06-19,True,102.0
2023-06-20,True,108.0
2023-06-21,True,105.0
2023-06-22,True,
2023-06-23,True,
2023-06-24,True,
2023-06-25,True,
2023-06-26,True,
2023-06-27,True,
2023-06-28,True,102.0
2023-06-29,True,91.0
2023-06-30,True,101.0
2023-07-01,True,104.0
2023-07-02,True,112.0
2023-07-03,True,113.0
2023-07-04,True,103.0
2023-07-05,True,106.0
2023-07-06,True,115.0
2023-07-07,True,100.0
2023-07-08,True,114.0
2023-07-09,True,100.0
2023-07-10,True,81.0
2023-07-11,True,97.0
2023-07-12,True,106.0
2023-07-13,True,114.0
2023-07-14,True,110.0
2023-07-15,True,102.0
2023-07-16,True,102.0
2023-07-17,True,111.0
2023-07-18,True,112.0
2023-07-19,True,114.0
2023-07-20,True,101.0
2023-07-21,True,117.0
2023-07-22,True,113.0
2023-07-23,True,103.0
2023-07-24,True,113.0
2023-07-25,True,115.0
2023-07-26,True,101.0
2023-07-27,True,102.0
2023-07-28,True,103.0
2023-07-29,True,76.0
2023-07-30,True,104.0
2023-07-31,True,59.0
2023-08-01,True,115.0
2023-08-02,True,139.0
2023-08-03,True,102.0
2023-08-04,True,139.0
2023-08-05,True,112.0
2023-08-06,True,104.0
2023-08-07,True,114.0
2023-08-08,True,108.0
2023-08-09,True,102.0
2023-08-10,True,111.0
2023-08-11,True,85.0
2023-08-12,True,72.0
2023-08-13,True,105.0
2023-08-14,True,104.0
2023-08-15,True,148.0
2023-08-16,True,108.0
2023-08-17,True,100.0
2023-08-18,True,107.0
2023-08-19,True,111.0
2023-08-20,True,115.0
2023-08-21,True,124.0
2023-08-22,True,105.0
2023-08-23,True,101.0
2023-08-24,True,105.0
2023-08-25,True,111.0
2023-08-26,True,109.0
2023-08-27,True,100.0
2023-08-28,True,124.0
2023-08-29,True,151.0
2023-08-30,True,106.0
2023-08-31,True,106.0
2023-09-01,True,109.0
2023-09-02,True,110.0
2023-09-03,True,109.0
2023-09-04,True,107.0
2023-09-05,True,51.0
2023-09-06,True,115.0
2023-09-07,True,114.0
2023-09-08,True,130.0
2023-09-09,True,107.0
2023-09-10,True,112.0
2023-09-11,True,112.0
2023-09-12,True,104.0
2023-09-13,True,113.0
2023-09-14,True,84.0
2023-09-15,True,107.0
2023-09-16,False,213.0
2023-09-17,False,210.0
2023-09-18,False,200.0
2023-09-19,False,214.0
2023-09-20,False,225.0
2023-09-21,False,224.0
2023-09-22,False,180.0
2023-09-23,False,199.0
2023-09-24,False,206.0
2023-09-25,False,197.0
2023-09-26,False,219.0
2023-09-27,False,209.0
2023-09-28,False,206.0
2023-09-29,False,225.0
2023-09-30,False,139.0
2023-10-01,False,225.0
2023-10-02,False,225.0
2023-10-03,False,206.0
2023-10-04,False,210.0
2023-10-05,False,201.0
2023-10-06,False,201.0
2023-10-07,False,216.0
2023-10-08,False,215.0
2023-10-09,False,222.0
2023-10-10,False,197.0
2023-10-11,False,200.0
2023-10-12,False,224.0
2023-10-13,False,216.0
2023-10-14,False,224.0
2023-10-15,False,260.0
2023-10-16,False,220.0
2023-10-17,False,211.0
2023-10-18,False,211.0
2023-10-19,False,216.0
2023-10-20,False,220.0
2023-10-21,False,
2023-10-22,False,
2023-10-23,False,
2023-10-24,False,
2023-10-25,False,205.0
2023-10-26,False,223.0
2023-10-27,False,205.0
2023-10-28,False,214.0
2023-10-29,False,222.0
2023-10-30,False,196.0
2023-10-31,False,214.0
2023-11-01,False,213.0
2023-11-02,False,197.0
2023-11-03,False,198.0
2023-11-04,False,225.0
2023-11-05,False,224.0
2023-11-06,False,210.0
2023-11-07,False,210.0
2023-11-08,False,219.0
2023-11-09,False,218.0
2023-11-10,False,215.0
2023-11-11,False,199.0
2023-11-12,False,206.0
2023-11-13,False,219.0
2023-11-14,False,208.0
2023-11-15,False,175.0
2023-11-16,False,211.0
2023-11-17,False,217.0
2023-11-18,False,246.0
2023-11-19,False,210.0
2023-11-20,False,201.0
2023-11-21,False,212.0
2023-11-22,False,221.0
2023-11-23,False,204.0
2023-11-24,False,246.0
2023-11-25,False,200.0
2023-11-26,False,205.0
2023-11-27,False,216.0
2023-11-28,False,211.0
2023-11-29,False,228.0
2023-11-30,False,217.0
2023-12-01,False,160.0
2023-12-02,False,184.0
2023-12-03,False,211.0
2023-12-04,False,197.0
2023-12-05,False,213.0
2023-12-06,False,215.0
2023-12-07,False,203.0
2023-12-08,False,225.0
2023-12-09,False,216.0
2023-12-10,False,210.0
2023-12-11,False,210.0
2023-12-12,False,221.0
2023-12-13,False,203.0
2023-12-14,False,225.0
